REF_DATE;GEO;Type_of_dairy_product;Type_of_disappearance_of_dairy_products;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;DECIMALS
1939;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1939;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1939;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1939;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1939;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1939;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1939;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1939;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1939;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1940;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1940;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1940;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1940;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1940;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1940;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1940;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1940;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1940;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1940;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1940;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1940;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1941;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1941;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1941;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1941;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1941;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1941;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1941;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1941;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1941;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1941;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1941;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1941;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1942;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1942;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1942;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1942;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1942;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1942;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1942;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1942;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1942;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1942;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1942;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1942;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1943;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1943;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1943;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1943;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1943;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1943;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1943;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1943;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1943;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1943;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1943;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1943;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1944;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1944;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1944;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1944;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1944;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1944;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1944;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1944;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1944;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1944;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1944;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1944;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1945;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1945;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1945;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1945;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1945;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1945;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1945;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1945;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1945;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1945;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1945;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1945;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1946;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1946;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1946;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1946;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1946;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1946;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1946;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1946;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1946;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1946;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1946;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1946;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1947;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1947;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1947;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1947;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1947;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1947;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1947;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1947;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1947;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1947;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1947;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1947;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1948;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1948;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1948;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1948;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1948;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1948;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1948;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1948;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1948;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1948;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1948;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1948;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1949;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1949;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1949;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1949;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1949;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1949;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1949;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1949;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1949;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1949;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1949;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1949;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1950;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1950;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1950;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1950;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1950;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1950;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1950;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1950;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1950;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1950;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1950;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1950;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1951;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1951;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1951;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1951;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1951;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1951;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1951;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1951;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1951;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1951;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1951;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1951;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1952;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1952;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1952;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1952;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1952;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1952;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1952;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1952;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1952;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1952;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1952;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1952;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1953;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1953;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1953;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1953;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1953;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1953;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1953;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1953;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1953;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1953;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1953;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1953;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1954;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1954;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1954;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1954;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1954;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1954;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1954;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1954;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1954;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1954;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1954;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1954;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1955;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1955;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1955;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1955;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1955;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1955;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1955;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1955;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1955;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1955;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1955;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1955;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1956;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1956;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1956;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1956;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1956;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1956;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1956;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1956;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1956;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1956;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1956;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1956;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1957;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1957;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1957;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1957;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1957;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1957;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1957;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
1957;Canada;Cheese;Per capita domestic disappearance;Litres;203;units ;0;v72563;01.04.2002;2
1957;Canada;Concentrated whole milk products;Total domestic disappearance;Kilolitres;195;units ;0;v72558;01.05.2001;0
1957;Canada;Concentrated whole milk products;Per capita domestic disappearance;Litres;203;units ;0;v72564;01.05.2002;2
1957;Canada;Ice cream;Total domestic disappearance;Kilolitres;195;units ;0;v72559;01.06.2001;0
1957;Canada;Ice cream;Per capita domestic disappearance;Litres;203;units ;0;v72565;01.06.2002;2
1958;Canada;Total dairy products;Total domestic disappearance;Kilolitres;195;units ;0;v72554;01.01.2001;0
1958;Canada;Total dairy products;Per capita domestic disappearance;Litres;203;units ;0;v72560;01.01.2002;2
1958;Canada;Fluid products;Total domestic disappearance;Kilolitres;195;units ;0;v72555;01.02.2001;0
1958;Canada;Fluid products;Per capita domestic disappearance;Litres;203;units ;0;v72561;01.02.2002;2
1958;Canada;Butter;Total domestic disappearance;Kilolitres;195;units ;0;v72556;01.03.2001;0
1958;Canada;Butter;Per capita domestic disappearance;Litres;203;units ;0;v72562;01.03.2002;2
1958;Canada;Cheese;Total domestic disappearance;Kilolitres;195;units ;0;v72557;01.04.2001;0
